23216,KEN2530,6.0,09/06/11
44332,KEN2110,8.0,18/01/11
44332,KEN2120,8.0,29/11/10
44332,KEN2130,6.0,08/02/11
44332,KEN2210,8.0,13/01/11
44332,KEN2220,7.0,08/02/11
44332,KEN2230,6.0,27/01/11
44332,KEN2300,8.0,03/02/11
44332,KEN2410,7.0,11/04/11
44332,KEN2420,6.0,26/04/11
44332,KEN2430,6.0,07/04/11
44332,KEN2510,10.0,14/06/11
44332,KEN2520,8.0,17/06/11
44332,KEN2530,6.0,09/06/11
44332,KEN2600,8.0,12/07/11
44332,KEN1510,8.0,22/06/11
44332,KEN3600,9.0,05/04/12
44332,KEN3601,9.0,05/04/12
44332,KEN3602,9.0,05/04/12
44332,KEN3603,9.0,05/04/12
44332,KEN3604,9.0,05/04/12
76959,KEN2110,7.0,18/01/11
76959,KEN2120,7.0,29/11/10
76959,KEN2130,9.0,18/11/10
76959,KEN2210,9.0,13/01/11
76959,KEN2220,7.0,03/01/11
76959,KEN2230,9.0,27/01/11
76959,KEN2300,7.0,03/02/11
76959,KEN2410,7.0,11/04/11
76959,KEN2420,8.0,18/07/11
76959,KEN2430,9.0,07/04/11
76959,KEN2510,9.0,14/06/11
76959,KEN2520,9.0,17/06/11
76959,KEN2530,8.0,09/06/11
76959,KEN2600,9.0,12/07/11
75173,KEN2110,9.0,18/01/11
75173,KEN2120,7.0,29/11/10
75173,KEN2130,9.0,18/11/10
75173,KEN2210,9.0,13/01/11
75173,KEN2220,7.0,03/01/11
75173,KEN2230,8.0,27/01/11
75173,KEN2300,8.0,03/02/11
75173,KEN2410,7.0,11/04/11
75173,KEN2420,9.0,26/04/11
75173,KEN2430,9.0,07/04/11
75173,KEN2510,10.0,14/06/11
75173,KEN2520,9.0,17/06/11
75173,KEN2530,8.0,09/06/11
75173,KEN2600,9.0,12/07/11
49145,KEN2110,4.0,24/02/11
49145,KEN2130,4.0,18/11/10
49145,KEN1410,4.0,14/04/11
49145,KEN1510,3.0,22/06/11
49145,KEN1210,5.0,21/02/11
49145,KEN1220,6.0,06/01/11
49145,KEN2230,4.0,28/02/11
49145,KEN2210,6.0,10/07/12
59080,KEN1120,6.0,02/11/10
59080,KEN1210,7.0,21/02/11
59080,KEN1220,4.0,10/02/11
59080,KEN1410,6.0,05/07/11
59080,KEN1420,4.0,18/07/11
59080,KEN1510,3.0,18/07/11
59080,KEN2120,6.0,29/11/10
59080,KEN2220,4.0,03/01/11
59080,KEN2230,3.0,28/02/11
41457,KEN2120,7.0,29/11/10
41457,KEN2210,6.0,13/01/11
41457,KEN2230,7.0,28/02/11
41457,KEN2300,6.0,17/10/11
41457,KEN2420,8.0,18/07/11
41457,KEN2520,9.0,17/06/11
41457,KEN1410,7.0,14/04/11
41457,KEN1420,7.0,11/04/11
41457,KEN1430,9.0,08/07/11
41457,KEN1520,8.0,06/07/11
41457,KEN2120,7.0,29/11/10
41457,KEN2210,6.0,13/01/11
41457,KEN2230,7.0,28/02/11
41457,KEN2300,6.0,17/10/11
41457,KEN2420,8.0,18/07/11
41457,KEN2520,9.0,17/06/11
41457,KEN1410,7.0,14/04/11
41457,KEN1420,7.0,11/04/11
41457,KEN1430,9.0,08/07/11
41457,KEN1520,8.0,06/07/11
